,Office_Mada,Office_Madeleine,Office_Madisyn,Office_Malik,Office_Marc,Office_Marcia,Office_Marcus,Office_Marianne,Office_Marilyn,Office_Marion,Office_Mark,Office_Marla,Office_Marlon,Office_Martha,Office_Martin,Office_Marvin,Office_Mary,Office_Maryann,Office_Mason,Office_Mat,Office_Matthew,Office_Max,Office_Maximus,Office_Maya,Office_Megan,Office_Melinda,Office_Mercedes,Office_Michael,Office_Micheal,Office_Mick,Office_Mikayla,Office_Milton,Office_Mohammed,Office_Moises,Office_Monty,Office_Morgan,Office_Moses,Office_Muhammad,Office_Myron,UnivClass_Maddison,UnivDorm_Malachi,UnivDorm_Malcolm,UnivDorm_Marlene,UnivDorm_Marquis,UnivDorm_Mathew,UnivDorm_Mauricio,UnivDorm_Mckenzie,UnivDorm_Mitch,UnivLab_Mack,UnivLab_Madelyn,UnivLab_Margret,UnivLab_Mariana,UnivLab_Marie,UnivLab_Mario,UnivLab_Marshall,UnivLab_Miles
2015-02-15 09:00:00,50.25,60.5,23.0,30.25,14.0,196.75,21.5,98.0,26.75,100.5,60.0,9.5,17.5,45.5,33.75,7.25,15.25,4.13185,84.0,32.25,151.5,57.5,29.5,61.75,69.0,39.25,33.5,39.0,49.75,29.75,177.5,748.0,80.5,10.0,22.25,22.0,52.75,126.0,19.5,14.0,96.25,148.0,93.75,191.25,111.0,111.5,131.25,47.5,90.0,267.0,112.25,281.0,288.25,50.75,61.75,85.0
2015-02-15 10:00:00,50.25,61.25,22.25,29.75,13.0,212.0,21.25,99.75,27.0,104.25,61.5,11.25,18.5,40.0,33.5,7.25,14.25,4.3535,82.0,32.25,153.75,56.5,29.25,63.75,72.75,39.25,33.5,49.75,48.5,29.75,173.5,739.75,80.25,10.0,22.0,21.5,50.5,123.0,21.5,13.75,90.5,141.5,94.75,186.0,107.75,109.75,126.0,46.25,90.0,263.75,115.5,273.75,297.25,52.0,60.5,86.5
2015-02-15 11:00:00,48.5,57.75,22.5,30.75,13.5,207.25,21.5,101.25,26.25,106.0,60.5,10.0,17.5,44.75,39.0,7.25,14.25,4.3457,80.25,32.5,151.25,58.5,30.75,65.75,69.0,38.5,33.0,48.75,52.0,30.0,174.75,754.25,80.5,10.5,22.75,22.25,49.25,129.5,19.25,13.75,89.25,141.75,93.0,185.5,108.75,108.0,123.25,45.75,87.5,263.0,115.5,283.5,290.0,48.75,61.75,86.0
2015-02-15 12:00:00,49.0,60.5,22.0,30.5,13.75,194.0,21.5,102.25,27.5,113.25,62.5,10.75,18.0,41.75,40.5,7.5,15.5,4.038075,79.5,39.5,151.75,58.0,31.25,65.25,71.0,37.75,33.75,43.5,93.0,29.5,204.75,759.75,81.75,11.5,24.0,21.75,51.75,126.5,20.5,12.0,89.25,140.75,93.5,189.25,109.5,107.5,123.75,46.5,89.75,260.75,115.25,284.0,288.0,51.75,62.5,86.0
2015-02-15 13:00:00,53.25,60.0,22.75,34.0,13.0,202.0,21.0,102.5,28.0,115.75,60.5,11.5,17.5,41.75,40.75,7.5,14.25,3.66015,78.75,39.0,153.0,51.5,30.75,63.5,74.0,36.75,32.5,72.75,94.5,29.25,214.25,752.5,83.0,12.0,24.0,24.75,50.25,126.5,19.0,12.25,87.0,152.75,90.0,204.25,107.0,109.75,128.25,46.25,85.75,266.0,113.5,283.75,284.75,47.25,62.0,83.0
2015-02-15 14:00:00,65.75,60.25,23.0,37.5,12.5,223.0,21.0,101.5,25.5,121.25,60.0,11.5,17.0,40.5,40.0,7.0,15.0,7.2969,82.0,37.75,158.75,40.5,31.5,68.5,74.75,35.75,33.25,88.5,88.75,28.75,214.0,757.75,85.25,11.5,25.25,28.25,51.75,124.75,20.25,10.25,85.5,155.25,111.25,216.25,121.75,115.25,135.5,43.75,90.25,260.5,110.75,283.0,282.25,46.75,62.0,87.75
2015-02-15 15:00:00,68.75,55.0,22.5,36.0,13.0,215.25,21.0,106.75,25.0,115.25,66.75,10.75,16.0,40.25,41.25,7.25,13.75,7.9043,95.5,37.75,152.0,41.0,30.5,66.5,64.5,36.75,32.75,89.75,93.25,28.25,209.25,781.5,86.0,12.5,26.0,28.5,56.25,123.75,17.5,11.75,88.75,162.75,119.75,230.25,125.75,122.25,166.75,49.5,87.75,259.5,115.0,283.0,297.5,45.25,61.5,89.25
2015-02-15 16:00:00,69.25,56.75,22.25,35.25,12.5,221.0,22.0,107.25,24.5,107.25,64.5,11.0,17.25,39.0,39.5,7.25,14.0,7.590825,109.5,36.75,151.5,40.75,31.25,66.0,64.5,36.5,36.0,84.25,97.25,29.75,209.75,787.75,87.0,12.0,27.25,33.0,56.0,123.5,19.5,10.75,109.25,173.25,127.75,247.25,135.5,132.0,173.25,56.5,90.25,265.75,111.75,283.25,300.25,45.0,63.0,94.5
2015-02-15 17:00:00,70.75,58.75,23.25,34.25,12.5,224.25,21.0,106.5,25.25,110.75,66.25,11.0,16.5,39.0,41.5,7.75,14.25,7.153325,106.0,37.0,156.25,41.25,31.25,65.25,67.0,36.5,34.25,82.75,92.5,30.5,212.75,790.5,85.75,12.25,26.0,28.75,55.0,127.0,14.0,13.25,113.5,180.0,146.0,266.75,131.75,131.25,215.75,50.0,87.0,266.25,116.75,291.5,300.0,46.0,62.5,102.25
2015-02-15 18:00:00,76.75,63.0,22.75,33.75,13.25,221.0,20.75,106.75,26.0,110.0,70.75,11.0,16.75,43.75,40.25,8.0,15.25,7.6045,113.75,36.25,160.25,40.25,30.5,67.5,69.75,35.75,32.5,92.5,89.25,30.0,212.5,800.0,86.25,11.75,26.25,31.0,57.75,128.25,19.5,11.0,108.5,181.5,158.0,273.25,129.5,160.0,207.25,59.5,87.25,268.0,113.0,304.5,304.0,48.0,60.25,106.5
2015-02-15 19:00:00,71.75,61.25,22.5,35.25,13.25,226.5,22.25,107.5,25.75,109.5,72.75,12.0,16.5,37.0,41.0,7.25,14.5,6.938475,128.75,37.25,164.25,41.25,32.25,67.0,69.75,34.5,35.25,95.0,90.5,28.75,215.0,795.5,86.5,10.25,24.75,31.0,57.5,125.75,19.75,11.75,121.5,186.75,142.75,263.5,158.0,162.0,209.0,48.75,86.5,270.75,112.75,290.25,315.25,51.5,63.5,118.5
2015-02-15 20:00:00,72.25,64.25,22.25,34.25,13.75,227.75,22.0,106.25,25.25,114.0,72.5,10.75,16.75,44.25,40.0,7.75,14.25,7.5547,146.25,38.0,165.0,40.75,34.0,68.75,70.0,35.75,34.5,85.5,91.75,28.75,217.25,791.5,86.5,10.75,26.0,32.0,60.5,130.25,17.25,10.0,131.5,180.75,154.25,271.0,156.25,157.5,220.5,57.75,89.25,270.0,113.5,283.0,314.5,48.75,63.5,122.0
2015-02-15 21:00:00,71.0,62.5,23.0,35.5,14.5,224.75,23.25,103.25,26.5,113.5,74.5,11.0,16.5,42.25,40.5,7.5,14.5,7.255875,154.25,37.25,162.25,39.5,34.75,67.75,70.25,36.25,35.75,95.0,98.0,28.75,215.0,800.75,86.75,10.5,24.75,32.5,60.25,130.25,20.5,10.75,139.5,182.0,132.25,267.0,164.75,162.5,186.0,71.25,98.25,272.75,111.75,282.25,318.5,47.25,64.0,125.75
2015-02-15 22:00:00,71.0,61.25,23.5,36.75,14.75,221.5,23.0,103.75,27.0,110.75,73.25,12.25,16.75,44.25,40.25,7.25,14.5,7.24415,166.0,40.0,163.0,40.75,33.25,64.75,64.5,35.5,34.5,89.25,79.75,29.25,211.5,788.5,86.0,11.5,25.25,31.5,61.5,131.5,18.75,9.25,135.25,188.25,128.5,282.75,175.0,164.0,209.5,65.0,94.25,273.75,113.75,282.5,316.5,46.5,64.75,139.75
2015-02-15 23:00:00,70.25,60.75,22.75,37.25,13.5,215.5,26.0,102.75,25.75,115.5,71.25,12.25,17.75,45.5,40.5,7.25,14.5,5.2285,152.75,40.5,163.25,41.0,32.0,68.0,70.0,36.0,35.5,97.25,78.25,31.75,214.5,805.75,85.75,10.5,28.0,29.25,61.25,128.75,17.75,10.0,142.0,193.25,153.5,308.25,139.5,174.25,220.25,67.25,103.75,267.25,114.25,282.75,312.25,47.0,63.5,130.5
2015-02-16 00:00:00,58.0,64.0,22.25,30.25,13.5,210.75,31.75,103.25,26.25,123.75,66.5,12.75,17.5,46.75,39.5,7.75,14.5,3.944375,143.5,39.25,156.5,46.75,32.5,64.75,73.5,39.0,36.5,66.25,75.0,29.0,199.25,799.25,85.75,9.0,24.0,25.25,62.75,125.75,22.5,11.5,136.75,197.75,151.75,306.75,157.0,166.25,249.75,68.5,94.25,266.25,114.25,282.25,311.5,55.5,64.0,119.5
2015-02-16 01:00:00,53.0,65.75,23.25,30.75,13.75,202.5,30.0,98.0,25.0,117.75,67.5,12.5,17.75,42.25,40.25,8.0,14.5,3.882825,160.75,38.5,164.5,47.5,32.0,64.25,69.25,40.0,35.75,44.5,71.5,28.5,187.5,778.5,85.25,9.5,22.5,24.75,58.0,122.75,17.5,10.5,141.75,201.0,165.0,299.25,159.25,182.0,219.75,72.75,99.5,263.25,112.25,297.5,302.25,55.5,64.75,125.0
2015-02-16 02:00:00,49.0,66.75,23.0,29.75,13.25,217.75,30.75,97.75,25.5,117.25,64.5,11.25,18.5,44.5,34.75,7.25,14.5,4.750975,164.0,36.5,163.5,47.25,31.0,66.25,70.0,39.25,35.5,50.0,69.0,28.75,180.75,763.25,85.5,10.0,23.25,22.5,53.75,122.75,22.75,10.75,159.25,189.25,144.0,304.75,180.0,182.25,205.5,64.25,98.25,262.75,114.75,282.0,298.75,57.25,65.0,117.25
2015-02-16 03:00:00,50.0,65.0,23.75,30.25,13.25,225.25,31.0,96.75,25.0,115.75,63.25,10.75,17.5,38.75,33.5,7.75,14.75,3.91115,158.25,35.75,157.0,47.0,32.5,63.0,69.0,38.0,34.5,55.75,65.75,28.75,179.75,763.0,86.5,10.25,21.75,22.25,51.25,121.5,18.75,10.25,158.75,185.0,126.0,299.75,173.0,183.0,190.0,67.25,96.75,253.0,112.5,290.0,302.0,54.75,65.0,115.5
2015-02-16 04:00:00,50.75,59.75,23.25,30.25,14.0,204.0,29.75,96.5,25.25,100.25,60.25,10.5,17.75,44.0,32.5,7.5,14.5,4.76365,152.25,33.75,153.0,54.25,30.0,63.5,74.5,40.25,35.75,58.5,68.0,28.5,177.25,759.25,84.75,9.75,21.5,22.75,52.75,118.25,20.0,10.5,161.25,185.25,129.75,297.25,172.0,172.0,176.25,68.75,97.0,249.5,114.0,282.5,294.0,56.5,62.75,99.0
2015-02-16 05:00:00,50.25,59.75,23.25,31.0,13.25,195.75,29.0,98.0,24.75,103.25,60.25,10.25,17.75,41.0,32.75,7.5,14.0,5.320325,132.75,32.75,143.0,57.25,30.75,65.75,72.5,38.75,33.75,44.75,66.5,29.5,177.75,747.75,85.25,9.5,22.25,22.5,52.75,119.75,20.25,11.75,147.75,180.0,124.25,269.5,162.5,160.25,164.25,64.25,99.5,256.0,119.0,272.0,292.75,55.5,64.5,96.75
2015-02-16 06:00:00,50.25,56.75,23.0,30.5,13.25,195.0,29.0,97.0,25.0,99.25,60.5,9.25,17.25,40.0,32.5,7.75,15.0,4.458025,114.5,32.5,146.75,57.0,32.0,62.5,66.5,39.75,36.25,46.5,51.0,29.0,174.75,749.5,83.25,9.5,22.5,22.75,51.5,122.25,21.75,11.75,126.75,169.0,117.0,249.25,141.5,139.0,152.0,53.75,90.25,261.0,114.75,280.0,288.25,53.0,62.5,91.75
2015-02-16 07:00:00,51.0,63.5,22.5,29.5,13.25,205.75,28.75,96.5,25.0,101.5,59.75,11.75,17.75,42.25,32.75,7.0,16.0,4.455075,111.75,32.5,147.5,56.0,31.0,63.0,67.5,39.75,33.25,46.75,49.75,29.0,176.5,748.25,81.5,10.0,22.25,22.25,51.25,121.75,19.5,12.0,105.0,161.5,97.5,219.75,120.75,122.5,139.0,58.0,93.25,259.5,115.5,272.25,288.5,52.0,62.25,87.5
2015-02-16 08:00:00,49.5,56.0,22.75,29.0,12.5,213.75,29.25,98.25,25.25,107.0,61.0,10.25,17.25,37.0,32.75,7.5,15.5,4.443375,89.25,33.5,145.75,60.75,30.75,67.0,69.5,40.25,32.75,44.5,48.75,28.5,178.75,740.0,80.5,9.5,21.25,23.25,57.25,126.0,21.75,11.25,96.0,149.0,90.75,205.0,124.25,113.25,138.5,49.75,93.5,260.0,114.75,279.5,291.0,52.25,61.5,85.5
2015-02-16 09:00:00,51.0,55.75,22.25,32.25,13.0,194.5,29.0,95.75,24.75,101.0,63.0,9.75,17.25,42.0,32.75,7.25,15.5,3.5225,83.0,32.5,144.75,63.75,30.5,63.0,67.75,40.5,33.5,48.0,49.25,28.75,178.5,743.25,80.0,10.5,22.25,22.25,57.75,122.25,18.0,10.5,94.5,147.75,88.5,197.75,119.75,113.25,129.25,50.0,92.25,262.0,114.0,278.5,289.25,52.5,62.25,84.5
2015-02-16 10:00:00,50.5,55.0,23.25,30.0,13.75,197.25,29.5,101.25,25.25,100.5,61.75,8.75,17.5,38.0,32.25,7.0,15.5,3.859375,82.25,32.75,145.75,61.5,29.5,67.0,68.0,38.0,33.0,43.5,48.75,28.25,177.25,744.75,80.0,13.5,22.0,22.5,54.25,121.25,22.0,10.5,95.75,137.5,91.75,186.5,107.25,107.75,129.0,48.0,95.75,267.5,115.0,279.25,292.25,49.75,61.75,85.25
2015-02-16 11:00:00,54.25,57.25,22.25,33.75,15.5,208.25,32.75,111.0,25.75,101.25,66.5,10.0,18.25,43.25,37.75,7.0,20.0,4.88185,81.0,33.0,148.5,75.5,56.0,75.75,67.75,38.25,36.5,82.25,51.0,28.25,174.5,754.75,80.0,12.75,23.75,22.5,54.5,124.25,29.75,11.0,97.75,150.75,93.75,184.75,162.0,111.25,146.25,48.25,90.75,273.5,115.0,280.25,287.5,49.5,61.75,83.25
2015-02-16 12:00:00,78.75,57.25,23.0,47.25,23.5,243.0,42.0,121.25,34.0,120.0,78.75,9.75,18.0,56.75,39.75,9.75,21.75,7.67675,80.75,35.0,175.0,88.25,126.75,107.0,80.5,49.0,33.25,101.5,96.0,30.0,213.5,776.0,79.25,13.5,32.0,21.75,61.0,125.0,29.25,20.75,97.5,166.0,100.25,219.75,170.25,114.5,156.75,49.25,94.75,273.0,118.75,287.5,298.5,49.75,64.5,105.5
2015-02-16 13:00:00,91.75,66.5,22.5,56.25,24.5,243.75,49.0,138.0,43.25,128.0,90.5,11.5,20.0,82.75,41.0,12.5,33.75,9.49805,91.75,46.75,185.75,89.5,159.75,119.25,80.75,51.25,36.75,101.5,111.75,36.75,240.75,828.0,79.75,13.75,47.75,28.5,65.75,138.75,57.75,24.5,98.25,177.25,100.0,228.0,162.5,125.5,160.25,49.5,89.75,284.5,123.0,282.75,305.25,52.0,63.5,113.75
2015-02-16 14:00:00,111.25,65.0,29.75,57.75,32.75,247.75,50.5,153.75,49.5,130.75,117.25,11.0,28.25,98.0,45.0,13.75,48.25,10.68655,106.75,60.0,202.0,85.0,186.5,139.75,89.25,48.5,42.25,126.0,143.5,52.25,248.25,882.0,85.0,18.0,67.75,32.5,70.25,157.0,72.25,34.5,107.5,182.75,125.5,241.75,168.25,128.5,182.5,48.5,98.5,280.0,124.5,290.75,322.75,65.75,67.5,131.5
2015-02-16 15:00:00,117.75,72.75,39.75,59.75,39.0,253.25,52.75,166.25,58.25,138.25,123.0,10.25,35.5,113.5,46.25,19.0,51.5,13.653325,119.75,62.0,218.5,90.0,205.25,156.25,98.0,53.5,47.25,143.5,171.25,59.0,252.0,920.25,88.75,20.0,79.5,34.25,71.5,170.5,71.25,32.0,112.25,181.75,132.5,244.75,158.5,131.5,187.25,49.75,96.25,276.75,131.75,284.0,344.75,68.75,77.5,155.0
2015-02-16 16:00:00,126.75,73.75,43.0,68.5,44.25,263.25,46.25,167.0,61.0,135.5,129.25,10.25,37.0,121.0,47.5,19.5,52.5,13.4385,129.0,67.25,236.0,100.0,209.25,163.75,102.75,54.5,56.0,146.25,192.5,57.0,255.75,935.0,90.25,21.0,81.5,40.75,67.75,184.25,74.5,32.25,108.25,198.75,126.5,265.5,190.0,142.25,203.75,56.5,101.75,292.25,135.5,311.5,366.75,71.25,81.75,166.5
2015-02-16 17:00:00,120.5,87.25,44.5,64.5,48.25,269.0,45.0,169.75,65.0,141.5,131.25,10.75,37.5,122.75,49.75,19.5,55.25,12.936525,139.0,65.25,250.75,99.25,208.5,157.0,101.5,58.25,55.25,160.25,194.5,59.75,265.5,941.75,89.75,21.75,83.75,37.75,69.25,177.5,73.0,29.5,102.5,204.0,164.0,286.0,205.75,129.5,209.75,51.0,107.75,299.5,136.75,328.75,373.75,77.25,81.25,176.0
2015-02-16 18:00:00,124.5,89.25,44.0,70.75,50.5,276.25,44.75,169.5,62.5,140.25,134.25,10.25,36.0,132.0,54.5,19.25,52.0,14.509775,135.75,65.0,251.25,94.25,214.0,150.0,103.5,53.5,56.25,164.75,179.0,58.015,256.75,948.0,89.0,19.5,85.0,36.0,68.5,181.0,70.5,35.0,109.75,203.25,160.0,273.5,215.5,134.5,239.75,54.25,113.5,309.0,137.5,359.5,373.75,76.5,80.25,185.0
2015-02-16 19:00:00,121.75,89.25,43.5,65.75,45.75,266.5,45.5,176.0,60.75,143.75,131.75,12.0,35.75,140.0,49.0,18.25,57.5,11.27735,139.0,61.5,253.5,89.0,205.75,151.0,107.5,53.5,57.5,151.5,177.5,63.5,262.25,939.25,93.75,19.75,86.5,37.25,70.25,186.5,66.0,36.75,107.5,192.0,152.5,278.5,193.0,144.5,258.75,53.75,125.0,311.25,133.5,358.75,391.75,79.75,81.0,183.5
2015-02-16 20:00:00,119.75,81.0,43.75,65.0,46.0,273.5,45.75,170.25,65.5,148.75,131.0,13.0,35.5,119.0,48.0,18.0,54.5,11.7334,139.5,60.5,238.25,86.5,204.75,154.5,112.75,55.0,58.0,148.75,187.25,64.0,271.0,938.5,89.5,21.0,82.25,36.5,74.25,178.5,72.0,29.8175,118.75,188.75,139.25,250.25,181.5,162.5,210.25,54.75,124.5,306.75,130.75,351.25,390.5,74.0,80.0,180.75
2015-02-16 21:00:00,122.5,78.25,44.75,70.0,50.25,268.0,45.25,160.5,58.75,143.25,128.75,11.0,36.25,126.75,51.5,17.75,52.75,11.908175,135.5,58.0,231.5,82.75,199.25,149.75,103.5,56.25,62.25,146.0,194.0,60.5,268.5,916.0,89.0,20.5,88.5,34.5,77.25,178.0,68.25,28.75,132.25,196.0,164.0,254.25,207.25,176.5,213.0,69.5,133.0,302.5,130.5,354.75,382.25,69.75,75.5,197.5
2015-02-16 22:00:00,111.5,86.0,40.0,57.25,41.0,257.25,44.5,154.5,60.0,138.0,131.75,11.0,30.25,122.75,46.0,18.0,49.75,11.88575,146.25,57.0,230.75,85.25,188.0,131.25,103.25,56.0,58.0,139.0,184.0,55.25,258.75,884.25,88.25,18.75,74.0,32.75,74.25,174.75,52.75,26.0,123.25,200.75,150.0,275.0,210.75,161.25,213.75,62.0,125.0,303.5,127.0,350.0,384.5,71.25,75.0,190.75
2015-02-16 23:00:00,98.0,72.25,35.25,49.0,44.5,263.0,43.5,141.5,51.25,138.5,115.5,11.25,22.5,111.75,46.75,13.5,39.25,9.7881,168.5,51.0,218.25,87.75,133.25,113.5,107.75,51.5,55.0,133.0,164.25,54.75,255.75,858.25,92.75,15.25,61.75,31.75,75.25,146.0,34.25,24.25,122.25,211.25,156.0,292.75,208.25,153.0,267.5,63.75,127.75,295.5,128.25,340.0,367.0,66.0,69.0,176.75
2015-02-17 00:00:00,97.75,72.0,29.5,48.25,35.0,254.25,40.25,120.25,45.25,127.0,100.5,10.5,21.5,99.75,49.5,10.25,34.25,9.832025,166.25,47.25,212.5,93.75,52.5,95.5,95.0,44.75,46.75,126.5,170.75,49.0,228.75,846.25,89.25,13.75,51.25,27.0,70.5,145.0,34.25,17.5,130.0,212.25,167.0,292.75,207.75,162.75,236.25,69.75,116.25,291.5,121.75,306.75,355.0,63.75,65.75,167.0
2015-02-17 01:00:00,90.25,69.25,25.25,46.0,18.75,217.0,38.5,110.5,41.75,128.25,96.75,12.75,21.0,95.5,44.5,10.0,31.25,11.85255,162.25,48.25,208.25,89.75,45.0,86.0,83.5,39.75,43.5,118.75,160.25,45.5,205.75,827.0,89.0,13.5,42.75,29.25,65.0,135.5,29.0,15.25,127.5,206.75,145.0,300.75,195.0,180.5,241.25,76.5,104.5,286.5,124.5,322.5,350.75,58.25,68.25,158.25
2015-02-17 02:00:00,79.25,68.5,23.5,44.25,15.0,214.25,33.75,112.75,39.75,125.75,89.5,11.0,19.5,83.75,42.75,10.0,30.25,9.49025,159.5,37.0,205.0,90.75,40.25,77.25,88.5,40.75,38.25,121.25,139.5,40.75,197.75,793.75,93.75,13.75,36.0,26.5,60.5,132.75,25.0,14.0,152.25,190.75,141.25,287.0,177.0,197.5,208.25,72.25,101.75,281.5,122.75,305.75,333.5,59.75,65.25,154.5
2015-02-17 03:00:00,79.0,65.75,26.25,43.75,14.75,207.5,32.0,105.5,35.25,124.25,72.5,11.0,17.75,70.5,43.5,10.0,27.25,7.28715,153.75,35.5,187.5,86.25,36.75,73.25,74.75,40.75,37.25,99.0,116.25,36.0,186.5,789.0,87.5,14.25,34.25,25.0,57.5,129.5,27.25,13.75,149.25,184.75,146.0,290.5,169.75,194.5,182.5,71.0,102.0,281.75,122.0,306.0,321.0,55.25,65.75,147.0
2015-02-17 04:00:00,70.5,67.75,26.0,37.25,14.25,202.0,29.75,102.25,33.25,107.75,65.25,10.5,18.0,43.25,41.5,9.5,23.25,7.6748,163.25,34.75,155.25,69.5,34.75,73.0,80.25,41.5,38.5,73.5,99.75,36.5,187.25,773.25,85.5,13.0,34.75,27.25,53.0,122.25,26.0,15.0,154.25,179.25,152.0,304.0,178.75,191.25,168.75,75.5,101.0,278.75,122.0,305.0,307.5,58.0,67.0,123.5
2015-02-17 05:00:00,59.25,63.0,26.0,35.25,14.25,202.75,28.75,100.75,32.75,100.75,61.25,10.25,18.0,42.75,41.25,9.5,22.0,7.689425,136.75,35.0,156.5,67.25,34.0,71.5,86.5,41.25,40.5,54.25,82.0,34.75,185.0,767.75,82.0,13.25,35.5,24.75,51.75,122.0,26.25,9.25,143.5,177.75,133.25,286.0,180.0,160.25,156.25,66.25,98.0,258.5,122.25,278.5,313.75,58.75,63.5,112.75
2015-02-17 06:00:00,56.5,63.75,25.0,37.0,13.75,195.25,28.5,95.5,32.25,99.0,63.0,9.75,17.5,40.25,35.25,8.75,20.25,7.666975,120.75,35.5,154.0,71.0,33.75,70.5,82.0,40.5,38.75,46.5,63.75,32.5,186.25,758.25,82.0,13.0,32.5,22.5,51.5,123.75,26.75,9.0,124.5,166.0,110.0,256.0,161.25,138.75,149.25,62.75,103.25,254.0,120.25,271.5,307.5,57.75,62.25,99.5
2015-02-17 07:00:00,52.25,58.25,23.75,35.75,13.75,216.0,28.25,94.25,32.5,94.25,57.0,10.5,18.0,39.75,34.25,8.0,20.75,7.9463,97.5,40.25,151.0,68.75,34.5,70.5,76.25,40.75,37.25,43.5,65.5,28.75,174.5,757.25,82.0,13.25,29.75,23.0,50.5,120.5,23.25,8.5,111.25,156.75,107.0,214.75,136.75,125.5,135.5,52.5,99.25,258.25,115.5,278.75,305.25,57.75,62.25,95.25
2015-02-17 08:00:00,52.75,57.0,25.25,34.75,13.25,185.0,28.25,96.0,32.25,93.75,57.5,9.5,18.0,38.75,33.5,8.0,20.5,7.276375,85.5,34.75,150.25,69.0,33.5,71.75,72.5,41.0,36.5,50.25,51.0,27.5,178.75,750.75,80.75,10.0,29.0,22.0,48.25,122.25,20.75,10.25,108.5,151.25,92.75,203.5,118.75,118.25,137.75,54.75,102.5,259.25,115.5,278.75,301.5,58.5,61.75,93.25
2015-02-17 09:00:00,51.75,55.0,24.5,36.25,14.25,183.25,28.25,93.5,32.0,94.0,58.0,9.5,18.0,37.75,35.0,8.25,21.75,6.02245,81.0,34.5,151.25,69.0,33.0,72.0,67.5,39.0,35.75,49.5,49.75,27.25,178.0,750.5,81.0,11.5,28.25,22.5,57.5,120.0,23.5,11.5,95.0,145.75,90.5,195.0,120.75,111.25,125.25,49.5,104.0,260.75,116.0,278.25,287.25,58.0,62.25,93.25
2015-02-17 10:00:00,52.5,56.5,24.5,37.0,14.0,222.5,29.25,96.5,32.75,96.75,58.5,9.75,18.0,41.75,34.0,8.25,21.5,5.56835,80.5,34.5,148.75,66.5,31.0,68.0,71.0,41.0,34.75,51.75,50.25,27.0,172.75,746.25,80.0,14.0,30.25,22.25,54.25,124.0,24.0,10.25,89.75,137.75,94.0,196.75,108.0,110.75,126.75,48.75,103.5,271.25,117.5,271.25,293.25,56.75,62.25,93.25
2015-02-17 11:00:00,56.0,57.25,24.75,40.75,14.0,191.0,34.5,107.25,32.5,100.0,63.25,9.5,18.0,38.0,38.5,8.0,26.25,6.080075,78.75,35.0,153.25,85.0,32.5,70.25,78.0,41.5,35.0,50.75,49.75,27.0,175.0,761.5,80.5,14.0,29.5,22.25,50.0,124.75,26.75,11.75,90.5,140.5,92.5,197.25,154.0,109.75,142.75,48.0,106.75,275.5,117.0,287.5,288.25,53.25,63.75,92.25
2015-02-17 12:00:00,79.25,58.5,25.0,48.75,23.5,223.75,53.5,117.0,40.5,115.5,75.25,9.75,19.0,47.75,39.75,8.25,29.75,8.58885,80.25,35.5,184.75,94.5,125.5,98.25,79.0,44.75,36.75,63.75,95.75,29.0,212.5,781.5,80.25,14.0,39.25,23.0,65.25,127.75,32.5,20.5,91.75,163.0,100.5,214.75,177.25,115.5,167.5,48.5,105.25,276.5,118.75,288.0,296.75,54.25,63.25,114.0
2015-02-17 13:00:00,90.0,63.75,24.75,54.0,27.5,232.0,56.75,141.5,46.0,125.5,92.0,11.25,20.75,85.5,49.0,10.25,39.0,12.508775,94.25,41.75,190.5,101.5,161.0,125.5,87.75,44.75,40.25,100.75,113.5,39.5,224.0,835.25,81.25,14.5,48.0,25.25,66.75,130.25,55.5,28.0,93.75,175.0,106.0,232.75,164.75,125.0,171.5,50.0,100.5,278.0,125.0,300.25,309.0,56.5,65.75,123.75
2015-02-17 14:00:00,125.5,63.25,31.0,61.5,33.0,246.5,56.5,157.5,54.5,131.75,110.25,10.25,24.5,105.0,46.0,13.0,42.75,11.303725,110.25,60.5,221.5,101.75,193.75,147.25,89.5,49.25,42.25,127.5,157.5,46.0,244.75,886.25,85.5,16.75,74.0,31.0,70.0,154.25,64.25,30.75,96.25,183.75,126.5,237.75,176.5,128.25,192.75,46.75,105.75,277.0,126.0,368.0,332.5,58.5,70.25,136.75
2015-02-17 15:00:00,119.5,73.75,36.5,67.25,40.5,251.0,63.25,170.0,64.25,148.0,140.5,10.0,33.5,105.5,50.0,17.0,49.5,13.166975,111.75,63.5,217.0,109.75,215.75,159.25,95.0,59.25,51.5,144.0,179.75,54.5,253.75,897.75,87.5,18.0,78.5,38.0,71.0,171.5,68.75,34.5,100.5,191.75,139.5,248.25,174.75,133.0,207.5,46.25,108.25,285.5,130.5,375.75,351.75,62.5,75.75,164.75
2015-02-17 16:00:00,119.75,73.0,37.0,75.5,46.75,265.5,62.5,181.75,67.25,160.5,138.5,10.75,36.5,121.25,49.75,17.75,53.25,13.6162,108.25,64.5,234.75,94.0,219.0,156.25,105.0,60.0,54.0,160.75,181.0,59.5,256.5,965.25,87.5,19.5,82.0,40.5,69.0,178.75,73.25,32.25,109.5,198.75,134.25,268.75,186.5,131.75,226.0,51.25,110.0,288.25,132.0,369.75,363.75,65.75,80.25,165.5
